target,context
":  I, I believe I would probably tend towards that.","[':  Uh-huh.', ""Well, well actually I thin-, one, one thing that I remember hearing in the news the past couple weeks that might be significant is that they've recently voted that Spanish is the official language, which I always assumed it was anyway."", ""So, if they've just taken such action, it would seem to indicate to me either they're doing it because they're afraid they might become a state and want to declare this before they become a state, or maybe because they don't want to become a state for fear of losing the Spanish, or Hispanic heritage."", "":  Uh-huh, well that's interesting too."", 'Well it sounds as though you are in favor of, uh, status quo.']"
":  I believe that's correct, uh-huh.","["":  because I'm against it."", "":  I don't, I don't mind people owning guns, I just think it should be a little, you know, a little, a little more regulated."", "":  Well, you know, uh, now he-, here's something that, uh, first occurred to me when they started having all these problems with these automatic, uh, weapons."", ':  Yes.', ':  Uh, now there always has been a federal law against fully automatic weapons.']"
":  Yeah, believe me, I know there is.","[""Uh, I'm a native Texan."", ':  Uh-huh.', ':  West Texan.', ':  Yeah.', ':  There is a difference.']"
":  Uh, and, and I, I believe it's just that religion.","[""Uh, maybe certain religions, uh, you know, I think it's, is it the Mormons or somebody."", 'I know at Brigham Young University they have to do like a mandatory, um, year or two years worth of, sort of service, but, uh, #whatever that religion is.#', "":  #But see, but you're going there# and you know what you're getting into."", "":  That's right, and that is a, that is a definite choice."", ':  Yeah.']"
":  -- to the tune of somewhere on the order of five to ten billion, I  believe --","[':  Right.', ':  Plus it, uh, has, you know, from an economic point of view it has increased our debt --', ':  Yeah.', ':  -- tremendously --', ':  Right.']"
":  Uh, yes, I do believe that there is too much immigration now.",[]
:  I believe it.,"['Are they typos?', ""Are they because I couldn't read it or people just change a, like, one word because they think it sounds better, or whatever."", ""And, you know, she's also keeping a percentage, you know, what percentage of letters am I retyping for whatever reason."", ':  Uh-huh.', "":  And there's like one week, she did retypes on ninety percent of what she typed --""]"
":  -- it's a, I believe it's a spiritual thing that happens and it's like a spirit of witchcraft.","[':  ((Uh-huh)).', ':  Not, not being promoted by man because promotion comes from God.', ':  Yeah.', "":  But when you, anytime you see a (( )) go in and just overtake it, and it's take it, take authority, take control --"", ':  Yeah.']"
":  And I believe that the, the pressure just got so great from the people,","[':  Uh-huh.', "":  it's not Gorbachev."", 'He will not receive the credit for that because one man saying that could not have done anything.', 'God had to open those doors.', ':  Yeah.']"
":  but I still believe they've, uh, they've probably got weapons we ca-, I mean, they, they never would sell to anybody else.","[':  Oh, yeah, oh yeah.', "":  And that, you know, that's why I see them diversifying their, their power and their control that they have."", ':  Uh-huh.', ':  And like for, you know, instead of just being, oh, big tough Russia,', ':  Yeah.']"
:  I believe that.,"[':  [Laughter]  Right, right.', ':  But, um, right.', "":  I know, but I tell you what, um, we're really strict with our kids about television, and one night, couple weeks ago, it was just happened that we were exhausted and they wanted to watch, and we said okay, well we'll sit down and we'll, you know, look at what you want to see."", ""Let's just turn it on and see what's on."", 'We could not find anything that had any kind of redeeming value in it.']"
":  You know, [clicking] one thing my husband believes is if you suspect your kids are having any kind of problems, he believes you should take your kids in for a random testing, like on a Saturday morning, if they've been out at a party Friday night.","[""Austin, and one at home, and I always say that I've learned so much more from them than I ever taught them."", ':  Yeah.', "":  It's a fantastic experience."", "":  Oh, we're really excited about it."", ':  Oh yeah.']"
I believe this is the first cat that I've ever had that would not even consider eating tuna.,"[':  Yeah.', "":  The only reason they go after fish in a fishbowl is because it's moving."", "":  That's right, that's right."", "":  It's, it's, it's something to play with."", ':  Yeah.']"
"Do you believe there ought to be legislation guiding the, uh, buyer and the seller?","[':  #[Laughter] But.#', 'Now, I guess that would be a good idea [noise] [/child].', ':  About, uh, private citizens selling a weapons?', 'Like if you wanted to sell your pistol to me.', 'How do you feel about that?']"
"And, or do you believe that you ought to be able to sell your system, uh,","['Now, I guess that would be a good idea [noise] [/child].', ':  About, uh, private citizens selling a weapons?', 'Like if you wanted to sell your pistol to me.', 'How do you feel about that?', 'Do you believe there ought to be legislation guiding the, uh, buyer and the seller?']"
:  I believe that.,"[':  is stuff that you can do yourself ((just the oil, uh, changed)) and things of that nature.', ""That's about where I, my expertise ends, in, in that category, just you know,"", "": Well, there's two things that drive that up here, one is we, is, the lack of, good service people --"", ':  Uh-huh.', "":  -- because there just aren't, are not any left hardly around up in this area --""]"
I believe it is too.,"["":  I really don't know."", 'It just seems like I here it on the news the day before.', ':  Yeah.', "":  And, uh, I, I think it's coming up here soon."", ':  [Noise] {ice}']"
":  I do believe though, a lot of specula-, speculative buying,","["":  I'm not sure I even know where to begin on this mess."", ':  Oh, it, it is a mess [laughter].']"
":  No, no, I believe they did because, um, some of, some of the, the Peace Corps, uh, that I knew of, did marry Peruvians,","[':  Well, is, are they, is Peace Corps still active down in there?', "":  I don't have any idea, um, probably not, I mean, there were thir-, I was, uh, Per-, Peru thirteen, which meant there were twelve groups before mine,"", ':  Uh-huh.', ':  that had gone in and, and some of them were quite big in the sense they were community development, and they were building schools and doing co-ops and things like that, health, um, inoculation and, and things.', ':  Oh, has those influences lasted (( )) do you know whether the, the things that, that you and your groups before you did, did those, did those live on or were they reabsorbed or how,']"
:  [Breathing] I believe Communism is very much waning [breathing].,"["":  being unmet [breathing], I don't think you think globally as far as, you know, being a threat to other people in the world."", ':  [Breathing].', "":  So, as soon as they get their, their own home country taken care of, then they'll consider,"", ':  [Breathing].', ':  [Breathing] what they can do with the rest of the world.']"
":  uh, but to believe some of the things, you know, and I don't think anybody should be going out there and eating a high fat diet, but to think that solely, alone is going to cause something like arteriosclerosis is, is just hard to believe.","['There is, there is a lot of good information out there, uh, about health.', ""And a lot of the, a lot of the myths they've been passing around, people are starting to realize aren't true."", ':  Yeah.', "":  I mean, I'm all for having a diet high in fiber and all that, because that's, that's good for you,"", ':  Huh-uh.']"
":  No.  I really believe it's because, I think it has something to do with oil, don't get me wrong.","[':  Well, you realize why we were in the Middle East.', 'Why we invaded Iraq, why we were --', ':  Well, with the,', "":  -- in Saudi, why we attacked Kuwait and we we're, why we are still fighting Iraq."", "":  Well, it's because of oil isn't it?""]"
":  # I believe, #","["":  And, you know, the, the problem in the work place is that, that people are, like if your boss is your drinking buddy or whatever, I mean, you can come to, come to work drunk and get in an accident and he'll cover up for you and,"", ':  # Right.  #', ':  # nobody # knows about it, but c-, you know, ends up costing the company lots and lots of money.', "":  That's true."", ':  So,']"
"I believe,","['I think anyone in a, in a public job like bus drivers, and cab drivers, and --', ':  Uh-huh.', ':  -- police officers, and [noise] things like that, I think they should be --', ':  Yeah.', ':  -- randomly drug tested.']"
":  You know, in the, the whole state of Maryland I believe there's only like, uh, fifteen counties.","["":  Oh, well that's pretty good."", ':  And so it, it works out nice, it, it, it makes it so that the, uh, whole county now, I, I know the concept of counties in Texas is quite a bit different than it is here in Maryland, uh, like Collin County, uh, would only equal about maybe an eighth the size of Baltimore County, here in Maryland.', ':  Oh, yeah.', ':  I mean the, the counties are much larger.', ':  Yeah.']"
":  And I really believe that if you're going to cut down on yourself, you need to cut down somewhat on your [laughter]  friends.","[':  # Yeah.  #', ':  # gifts # as,', ':  # Yeah.  #', ':  # we # had done before.', ':  Uh-huh.']"
":  Uh, now here I believe that child care meets, by in large, certain standards for, uh, balanced food, if they provide food, cleanliness, {pause} and levels of supervision --","[""You can get somebody maybe willing to baby-sit but actual, you know, that's sometimes different, done on a different scale."", ""I have even considered, you know, baby-sitting myself, I have a teaching degree, and, uh, thought well, you know, I could structure and then for one reason or other decided not to, but I think if you take more than three children in, well, that was how it was this Virginia, we've recently moved here to Texas, but in Virginia I think if you take more than three children in on more than a several hours a day bases you have to be licensed."", "":  I, now I don't know what the current Texas laws are but I, but I do know that the license doesn't seem to, uh, {pause} guarantee quality."", ':  Yeah, a lot of times you might just need to go now and feel, file for it just like a business.', ""You may not have to prove any type of qualification for it I don't,""]"
":  -- and, uh, {pause} get, I really believe that this Charismatic care, or the Charismatic belief when emphasized on care, or semi Charismatic I might say --","[':  -- but,', "":  That's, uh, kind of a minimum there that you're getting."", 'Your covering basic care there and not all the extras that most people would like to see done with there children, you know, like the educational activities, the supervised play and so forth.', "":  Yeah, uh, my wife is, uh, agnostic and I'm, uh, a backsliding Presbyterian --"", ':  [Laughter]  I like that term [laughter].']"
:   I mean they p- they I believe if I'm correct I believe they permitted their carrying concealed weapons.,"[':   [laughter]', ':   -- they were a little bit too liberal.', '[breathing]', "":   Yeah, isn't it funny."", '[laughter]']"
:   #And Um# I believe that the idea of burning,"[':   [breathing]', ':   they always talk about (()) they feel that this person believes in the framing of the constitution [breathing] what', ':   [breathing]', ':   the original framers the ideals the original framers set down.', ':   #Uh-huh.#']"
":  Well, I have always believed in sharing.","["":  I'm in Plano [swallowing]."", "":  Okay, yeah, they're taking, uh,  the money from our schools here and distribute it, uh, some of the other outlying and, and,"", ':  Uh-huh, uh-huh.', ':  especially like west Texas.', ""What,  what do you think about that, because it's, it's, you know, the money's coming from us here, that live here and work here and,""]"
":  Right, well, I, I, I believe that the school puts a big demand on the s-, on the teachers and the students for, for the fact that they expect the parents to go out [sniffing] and, a lot of times chauffeur or, lot of times, you know, buy a lot of things that might seem unnecessary but,","[':  Uh, yeah, yeah, until I just finally had to say, I am so sorry that, you know, just cannot do everything for you.', ':  Uh-huh, yeah.', ':  But, uh,', ':  I agree.', "":  you know, so there's and, and the moms that work, a lot of times just can't help at all and, yeah.""]"
:  [/Noise]  I believe that.,"[':  # for # foreign cars, if you buy them and put them in yourself.', ':  Yeah [noise].', ':  But if you have to have it done, of course, it ends up costing you the installation fee, but [breathing]  I have had, if I had to say dollar for dollar,', ':  # [Noise]  Uh-huh.  #', ':  # spending on # foreign and as opposed to, to American, I spent far less on the foreign cars.']"
":  Oh, oh, I can believe that.","["":  the states now establish, uh, don't have enough money so they, they must charge fees."", ""Uh, I, I'm not too sure of that reasoning."", ':  Yeah.', "":  But I guess to get back to the main topic, I don't know whether I pay too much taxes."", 'I, I, I travel extensively in Europe and see enormous, uh, people p-, pay, uh, a great deal in taxes, they tell me when I sit and talk to people there they tell me they, they, some states they pay, uh, in Germany or in, in England in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.']"
":  and I, I really believe that they can in something like that.","[':  Uh-huh.', ':  that people have done working in the Peace Corps and how, you know, uh, the people of the community they worked in is so much better,', ':  Uh-huh.', "":  it's like one person can make a difference,"", ':  Right.']"
I believe it.,"["":  Um, I've heard of a few case up here, but I can't say that I've heard of, uh, you know, any significant amount."", ':  Yeah.', "":  Uh, but then again like you don't know how many girls are reporting them or not."", ':  Yeah.', 'They say like only one in ten are reported.']"
I believe it costs about ten dollars.,"[':  [Laughter].', ':  A-, a-, and, anyway, we need to watch our credit reports and all that kind of,', "":  That's something I never thought about getting, you know, checking with to see what, what your credit report looked like."", ':  Uh-huh.', 'Well, you know, you, you can do that.']"
":  I believe I would too, but, and then the money they spent on that food, that shrimp or --","[':  Uh-huh.', ':  -- and especially with him carrying a yellow surfboard that was just like.', "":  Isn't that the truth?"", "":  This, this is real realistic and you know if I saw Woody Allen and Bette Midler go by, and he's still carrying a yellow surfboard, I wouldn't notice him."", ""I wouldn't even see him.""]"
I believe they're better.,"[':  Very good.', ':  We got our mo-, got our money back.', ':  Good.', 'Well wh-, do you think that, uh, consumer goods, goods are generally getting better, or worse in quality?', ':  Well, {pause}']"
"I believe about ten years ago that we went through a terrible time, but I don't, I, I believe that they're better now, you know, wh-,","[':  Good.', 'Well wh-, do you think that, uh, consumer goods, goods are generally getting better, or worse in quality?', ':  Well, {pause}', ""I believe they're better."", ':  I do too.']"
"And that was, I believe a Leslie Faye dress and it was, I think, over a hundred dollars.","[':  # and they should # have put buttons on it that would last forever.', "":  That's right, that's what I think too."", 'And one belt loop, the wo-, uh, you know, like the chain link, chain belt loop --', ':  Yes.', ':  -- half of it raveled out.']"
Well I believe that we've been talking about five minutes.,"["":  Yeah, I don't usually, but I did that one."", "":  You're really divulging very personal information."", ':  [Laughter]', 'But I think it should have been better than that, for that money, is what I mean.', ':  Oh, of course, I do too.']"
":  I, I believe I'm about, uh, exhausted [laughter],","["":  Yeah, we're lucky to live in the United States."", ""There's [beep] no doubt about it."", ':  Yeah.', 'But, uh,', ""@@:  But, let's see, I really don't have anything else to say about jury con,""]"
"I, I believe it's any capital crime related to drugs.","[""It's for the large dealers is what,"", ':  # Uh-huh.  #', "":  # it's # reserved for."", 'And they, they are in effect killing people.', ':  Oh, oh, yes, yes.']"
:  I do believe that's in.,"[""I, I believe it's any capital crime related to drugs."", ':  Oh, okay.', "":  I think that's the way it's worded."", "":  Is that how it's worded?"", 'I knew it was there but, I, I, or p-, or is it proposed or is it passed?']"
":  I believe it is,","["":  I think that's the way it's worded."", "":  Is that how it's worded?"", 'I knew it was there but, I, I, or p-, or is it proposed or is it passed?', "":  I do believe that's in."", ""Uh, I wouldn't swear to it myself.""]"
":  I believe you're right, though.","['I knew it was there but, I, I, or p-, or is it proposed or is it passed?', "":  I do believe that's in."", ""Uh, I wouldn't swear to it myself."", ':  I believe it is,', ':  But I thought it, I thought it was in effect.']"
":  -- #do# believe there must have been some sort of quota system because, uh, [lipsmack] I know a lot of people that were, in a sense, not, qualified is the wrong word, but certainly were deserving to come.","[""I don't know how many people they allow in the United States per year or if there's even a, I don't even know if there is a number that they allow in anymore."", 'Do you know anything about #that?#', "":  #No,# I don't, I don't know."", 'I lived in the Middle East for sometime and I, I --', ':  #Oh.#']"
":  But that was, uh, I believe because of the stockholders' meeting.","[':  Is that right?', ':  Yeah.', ':  Is that up?', ':  No, it well, a couple of weeks, probably about a week ago it was at forty-seven.', ':  Wow!']"
:  I believe we are.,"[""That's a,"", ':  {Very faint}', 'Yeah.', ':  they should last awhile [laughter].', "":  Well, let us hope that everybody's going to be paying more attention to this and that we will get, uh, better reuse of things because,""]"
"Okay I can believe that, uh-huh.","[':  Uh, very cold.', ':  Well, I lived in New York for a long time so Texas is, Texas weather is quite, uh, different for me.', ':  Well, we had a real mild winter here, though.', "":  Yeah, we did, w-, they're always mild to me compared to New York winters."", ':  [Laughter]']"
":  Yeah, I believe that.","[':  Um.', "":  I've been close, uh, was in Detroit one time."", ':  Uh-huh.', ':  Just right across the river from Windsor.', "":  That's supposed to be really cold weather in the winter.""]"
"I believe it, it, it, uh, [lipsmack] it rained at night or something because I saw puddles of water outside.","[':  Two days ago?', ':  Yeah, Thursday.', ':  Uh, I know it sprinkled some.', "":  I didn't get much rain, here in Plano, but I guess it really poured in Richardson."", ':  Uh-huh.']"
":  Yeah, you believe that [laughter].","["":  That's right [laughter]."", ':  Kitty cat, what do you think about being a star [laughter].', ':  Yeah [laughter].', "":  I'll buy you, buy you lots of cat food with that [laughter]."", "":  That's right, you can buy lots of cat food with that so,""]"
Yeah I can believe that.,"[':  Uh-huh.', ':  Buffalo would have been there this year.', ""Tha-, and to me, that's another super team."", ""Course, I'm being up here in the northeast corner, I kind of like these northeast teams [laughter]."", ':  [Laughter]']"
":  I believe that they, they hurt themselves.","[':  But, uh, yeah, they, they really, I think they hurt the sport this year with all the controversy over that locker room incident with, uh,', ':  Uh-huh.', ':  with, uh, all that, the reporter and stuff and I think they just could have handled it more professional way.', 'I, I,', ':  Oh, yeah.']"
But I believe it's a very popular vacation destination.,"[""I don't know, uh, i-,"", ':  But, uh, say, St. Thomas, uh, the Virgin Islands, uh, places like that.', "":  That's very true."", ""I don't know if they just take it for granted that they, you know, it's an American commonwealth, they really don't have to advertise that much."", 'But that is an interesting point.']"
":  I really believe Schwarzenegger is really going to be a varie-, variety player more so than he is, because he really played the part good.","[':  Yeah.', "":  But he's kind of branching out."", ':  He sure is.', 'He is, as a matter of fact, um, Sylvester Stallone, is that his name?', ':  Uh-huh.']"
":  N-, well, I believe, personally, I ho-, I [laughter] I (( )) woman always says, my husband always goes three that, I guess.","[':  Yeah.', "":  It would look absolutely, ridiculously stupid, but it would work out, because, if you follow the scriptural principals, it's going to work out, because those are, that's the best way to do it, you know, but the thing is, is that then God gets the glory, not a president, not a king, and I think that's a problem for a lot of politicians, is they want the glory."", "":  Well, and, I, I, and even if the, even at the local level, when somebody's assaulted --"", ':  Uh-huh.', ':  -- what do you do, turn the other cheek?']"
:  I believe that too.,"[':  They wound up paying him, uh, the officer, of course, was fired, but they paid the defendant, uh, three hundred thousand dollars or something to drop the lawsuit, and then last week someone shot and killed the former policeman.', ':  Huh.', ':  So, uh, ((as)) some of those things, uh, are absolutely horrendous and we do need an all-, an overhaul and we just need more discipline country wide.', ':  Yes, I,', "":  ((It would)), then we'd need it on that, yeah.""]"
:  I believe we have.,"[""I'm making some really pretty foils that, uh, four or five years ago I wouldn't have ever dreamed I could be doing them and it's, it's so easy to do, uh, with the, with the programs that are out there now."", ':  Huh.', 'Well, uh, Frank, I think I kind of need to get back to some other things, so,', ':  All right, okay.', "":  I hope we've talked, uh,""]"
:  I can believe that.,"[':  Of what you were changing and deleting off in memory until all of, all of a sudden you got a disc full error.', ':  Huh.', ':  Not a fun thing to try to recover from.', ':  I can bel-,', ':  Very frustrating.']"
:  I can believe that.,"[':  Oh, okay.', 'Okay.', ""Oh, well, it sounds like you're pretty much into computers."", ':  Well, I sure need them.', ""Uh, there's no way that I could begin to process and keep up with the kinds of information or the magnitude of information that I need to, to try to do my job without them.""]"
":  Somehow we still, I guess, believed that the countries that we were helping were, were eventually going to pay us back, and that hasn't happened.","[':  Uh-huh.', ':  We are (( )) a lot has changed more radically.', 'And,', "":  Well, we were, we were in debt before that, it just wasn't as apparent."", "":  Yeah, it was it's, it's, uh, seems to have worsened considerably.""]"
":  Yeah, I believe it's true.","[':  -- twenty, twenty-three now.', ':  You, uh, you, have you ever heard much about that theory about the, uh, you know, how their different, their, their position in the family relates to their, uh, char-, you know, some of their --', ':  Personality traits, and things like that.', ':  -- mannerisms and personality, yeah.', "":  Uh, no, I can't say that I have.""]"
":  You know, kind of (( )) off what we've been talking about here, uh, I believe that our, we've become almost a litigious society where we, everyone is very quick to sue or to threaten to sue and that kind of stuff, and --","['Maybe this pre group of people could decide, you know, which kind of, uh, you know, where they could go from there.', 'Do they need a big lengthy twelve person ju-, jury or do they need a six person jury or, you know, those kinds of things [talking] and the degree of the, of the, you know, the seriousness of it, you know, how, is this open and shut, you know, like you were saying, or do you need somebody to go off for three months [talking] and try to figure out what really happened.', 'You know, a jury like that.', ':  You know, we,', ':  They could be a good idea to, that could work.']"
"Um, but I also believe that the earth is a kind of a self-regulating system, and, uh, it will clean itself up, eventually.","[': # Right.#', "":  -- I don't know what else they can do."", ':  Right.', ""It, it's that there really isn't a whole lot."", ""It's one of those, uh, [throat_clearing] it's one of those things that if they do a little bit and, uh, and, you know, e-, every little bit does help, I do believe that.""]"
:  I believe there was one case.,"[':  Yeah, the, the only thing about capital punishment is the, I, I remember someone saying, I think it was a chief justice in this state, he goes, if you make a mistake, how do you get the person back.', ""That's the whole, his whole basis was if you do have that error, you know, some people have been in jail for years and years and years and they're finally exonerated and then, you know, if, if, if there, if you killed the person and it's like, oops, too bad."", ':  [Laughter].', "":  I mean I think I've heard of cases where someone did, they, uh, the, they were, uh, it was capital punishment, they were killed and they found out years later that, the, he really didn't kill the person."", ':  H-,']"
":  Um, yeah, I believe so.","[':  Right.', ':  And when I finished that book, I kind of thought, you know, what do you do with a person like this.', "":  Well, some people just are incorrigible, and there's no way that they can ever deal with society and abide by rules."", ""So, in, in a case like that, uh, given what crime they're guilty of, uh, yeah, I could, I could justify a death penalty for somebody who just has no chance of ever reforming or coming to grips with, uh, living in normal society."", ':  See, I would, I always come look at it, do they have, could they be put, even in life imprisonment, could they be put to useful labor,']"
":  Well, you can believe that anyway, right.","[':  I know they get cheaper.', ':  They do?', ':  Uh-huh.', ':  Probably the more you pay, though, the better the machine you have.', ':  Well, I hope so.']"
":  I believe it came in his, uh, his mail.","['[laughter] (( )) A lot of kitchen stuff, (( )) of the mixer, the toaster, a waffle maker, popcorn popper, all kinds of stuff like that.', ""Here's where, here's a calculator but it's not even made by T I, isn't that funny."", ':  Did they mail that to you, or he brought it to you?', ':  He brought it home.', ':  Huh.']"
":  It's like, but the time we went to Florida and needed to rent a car, you know, he believed in it.","[':  Yeah.', ':  Um.', "":  My husband won't even put his name on it."", ""I don't believe in those {speaker imitates her husband's voice}."", ':  [Laughter].']"
"Uh, Dad never believed in tent camping, uh, we had some old army cots that we would sleep on, uh, come good weather or not many of times we were sleeping out under the stars and it would start raining and we would all wind up in the car and that got pretty cramped sometimes.","[':   Yeah.', ':   They, I have heard they since changed name of the park to something else, but it was one of those parks with a natural, uh, spring fed river that flows through the camp sites, you know, all along the river the water was real cold,', ':   Yeah.', ':   because it was spring fed.', ""But just like I say, it's a beautiful area, lots of hills to go camping in.""]"
:  I can believe that.,"['Yeah, but you have to have an indoor pool.', ':  This is true.', "":  So, to find an indoor pool where either you can do this by yourself without, you know, drawing a lot of looks, means you're really going to do a strenuous workout activity (( )) you look very odd in the water,"", ':  Well, that,', ':  that was the one place where I was also able to do weight training, and that does look very odd in the water.']"
":  I, I can believe that.","[""And it took me about a year of arguing, I said, you know, I've got to put this in writing to me,"", ':  Yeah.', "":  and because until they put it in writing, I couldn't get my insurance benefits and I couldn't get my, uh, termination benefits either."", ':  There you go.', ':  I was just pissed as hell that they could do that.']"
:  I firmly believe that large dogs are meant to be outside.,"[""I never wanted, my husband wanted indoor dogs, because he'd grown up with them."", ""But I can't stand it indoors."", ""I don't, they shed, and, you know, the mud, and,"", ':  And the scratches, #and the smell, and the, uh, wherever, yeah.#', ':  #Oh, yeah, for me,# dogs are meant to be outside [laughter].']"
":  Uh, in Texas I was, oh, I believe the, uh, t-, sales tax was somewhere around seven, eight, eight percent.","[':  Uh, yes I did.', 'I only lived in Texas in eighty-seven and, uh, eighty-eight and, uh, part of eighty-nine.', "":  Okay, so, so you couldn't deduct state inco-, uh, state sales tax when you lived in Texas."", ':  No.', ':  So what do you think about the difference between those two situations.']"
:  I believe so.,"[':  coverage in that.', 'But,', "":  Yeah, it's really more, kind of all over the south,"", ':  still, you get some pretty good tips.', "":  isn't it?""]"
":  Uh, I believe that you can, that you can change, well maybe not from year to year, but at least you can change periodically, uh, as, to, you know, as, t-, to #get the stuff that's more important to you.#","["":  Um, no, I hadn't heard of that."", "":  So you can, uh, so you can get, you know, you can get the insurance plan that's important to you and somebody else can get the vacation plan that's important to them."", ':  Um.', ':  And the company winds up paying the same, you know, the same amount.', ':  Is that something that you should change from year to year.']"
":  You know, that, that I really do, I believe that, uh, capital punishment should be there.","[':  -- from getting into the same situation.', ""But, I don't know, you know, maybe you could do that for a certain period of time, but, I mean, how long does that kind of a thing take, you know, to, to, uh, say, to question the person or to get into their head."", ':  Yeah.', "":  You know, even if it took five years, I think that if at that time you, you feel that they were guilty or that they were of sound mind where they knew what crimes they were committing, I mean, people know what they're doing."", ':  Huh.']"
":  And if, if my memory serves me right, I believe a majority of Democrats may even have opposed it, it, it was,","[':  but other engi-, guys here on base, this is a B fifty-two base where I work, so,', ':  Yeah.', "":  we had about a thousand people gone from the base that went over there and they're getting a tremendous amount of support out of it."", "":  That's great, um, if, if you remember, the vote in the Congress to authorize war, if necessary, was actually pretty close."", ':  Yes it was.']"
":  Right, in, in fact, when he was Governor of New Hampshire, I believe.","[':  Yeah I,', ':  And did you know John Sununu is, uh, half Arab?', ':  No, uh, I, I think I did hear that at one time a long time ago,', ':  Yeah.', ':  because I used to live in, uh, Massachusetts, but, uh,']"
I believe he was the only one of fifty governors that voted against some kind of resolution of support for Israel a few years back.,"[':  Yeah.', ':  because I used to live in, uh, Massachusetts, but, uh,', ':  Right, in, in fact, when he was Governor of New Hampshire, I believe.', ':  Yeah, New Hampshire.', ':  Okay.']"
":  So, I believe them but I'm not a chemist.","['@:  Uh, Robert what do you, uh, think, what substances do you think are the most, uh, likely causes of air pollution?', "":  Um, gee, I don't, I mean, I, I guess it's the stuff that comes out of automobile exhaust, you know, they say in the paper nitrous oxides and ozone and all that."", ':  Right.']"
"And, and we could believe that, we were out in that at that time.","["":  And we managed to, uh, fortunately the rain didn't last long but we managed to get them all back up and, uh, got some sleep in that night."", 'And after we got, uh, back from the weekend, we checked with one of the parents of one of the other college kids and they were a little concerned.', 'They had heard on the radio that the winds on the dam there anyway, had gotten up to ninety-seven miles an hour,', ':  Good grief.', ':  straight winds.']"
":  Yeah, I, I, yeah, I, I, I truly believe that, that before that, that we have to address the racial, racial issues in the United States,","[':  Margaret Thatcher was prime minister, uh, ((Indira Ghandi)), uh, in India, so many, uh, women are heads of state and I, you know, we, we keep saying oh yes, we feel some day a woman will be president.', 'But, uh, I have some question, whether or not they will ever really get around to that.', ""I think we'll have a black president b-, before we have a women president."", ':  Uh-huh.', "":  And, uh, I don't know whether that's bad or good, it's just a point that I have observed that we,""]"
":  I mean I was, I was believing it, I don't know about any body else but I was, it was great.","[':  Just think of what a phenomenal actor Dustin Hoffman is.', ':  Yeah.', ':  He will do that, to research it and to be able to mimic a person, uh, uh, with the kinds of problems that he had.', ':  And to make it believable.', ':  Yes.']"
