target,context
":  So we have, um, well, I think just most people have V C R -s now and we probably watch twice as many movies at home --","[':  You see it on video just as soon as it is on the movie screen.', "":  Well, if you don't, with some of the movies, if you don't go to them within the first four weeks, the movie may have, uh, left town, never to show up again until it comes back in video."", ':  Uh-huh.', ':  So, uh, unless a movie is popular and stays around, uh, you probably will see it on video these days more likely than at the movie.', ':  Yeah, uh-huh.']"
":  I think it's just,","[""My approach to movies is I kind of hear about them, uh, I keep track of them a little, but, you know, ask me to name the ten that are out there right now, and I'd have to say, uh, I, uh, I don't know."", 'I, I just look at the newspaper before I decide to go and,', "":  Yeah, that's pretty much what I do."", 'I, I know for sure that that one about, what was that one about Bob?', "":  Uh, it's kind of,""]"
":  Yeah, I think it's just playing now up here.","["":  Yeah, that's pretty much what I do."", 'I, I know for sure that that one about, what was that one about Bob?', "":  Uh, it's kind of,"", "":  I think it's just,"", "":  WHERE'S BOB? or WHAT ABOUT BOB?""]"
":  Okay, do you, uh, think we should go metric?",[]
"I think that the, I think what, I mean, I don't know what happened last time.","[':  Yeah.', "":  obviously, if it's all compatible and it, you know, tens and things make sense."", ""Um, it's, it's a switch."", 'The problem would just be the switch over.', ':  Yeah.']"
":  So I think that's what they did at first,","[':  We all learned that metric and they were ready, we were going to be metric and,', "":  Right, and, and I don't quite know why it failed."", ""Um, I would bet the push, I, it, I bet the push just wasn't big enough."", ':  Right.', "":  You know, they didn't sort of encourage, I mean businesses and things to use it, so, you know, what, what I think they'd have to do would be to have both things on there for a while, and then, and then start phasing things out so,""]"
":  Right, I was just thinking,","["":  You know, they didn't sort of encourage, I mean businesses and things to use it, so, you know, what, what I think they'd have to do would be to have both things on there for a while, and then, and then start phasing things out so,"", "":  So I think that's what they did at first,"", ':  Yeah.', "":  was that they had metric and, and I mean, and there's things that we've gone metric."", 'We have metric cola now,']"
":  I think, I think, though, if there were some, you know, sort of government incentive program or something --","[':  fifty-nine kilometers per gallon.', ':  Yeah.', 'I would, I would be total loss.', ':  Yeah.', ""That's,""]"
But I think in the end it would make life a lot easier  for --,"[':  I think, I think, though, if there were some, you know, sort of government incentive program or something --', ':  Right.', ':  -- people would begin to switch over, you know, and I think there would be the hard core older people who would get really pissed and, pardon my expression there, but, uh,', ':  Uh-huh.', ':  who would get really, you know, upset and start to complain and get all cranky and stuff.']"
":  It's, I, I, it's, because I think they had a good try there when they started with us in the elementary schools, trying to, [breathing] you know, get that in our minds, so that we could ch-, I mean because I think our generation could make a change.","[':  Uh-huh.', ':  who would get really, you know, upset and start to complain and get all cranky and stuff.', 'But I think in the end it would make life a lot easier  for --', ':  Yeah, it really would.', ':  -- ((people)) coming up.']"
":  Well, what I think, I think the difference between now and then might be, this is just a might, is we were the first generation that was (( )) in elementary school.","["":  It's, I, I, it's, because I think they had a good try there when they started with us in the elementary schools, trying to, [breathing] you know, get that in our minds, so that we could ch-, I mean because I think our generation could make a change."", ':  Yeah.', ':  It would be difficult, but it would not be as difficult for people, say, fifty years old now who are, have never been exposed to the metric system other than, you know, buying a two liter Coke.', ':  Right.', "":  That's [breathing],""]"
":  And now I think there are enough people, you know, sort of as we get older, I think others that will bring more generations in on it, eventually they'll be able to make the switch, and we're not going to start going crazy and yelling and saying,","[':  Right.', ':  Not like could use it comfortably right now, but I could convert, you know, I could carry around a little conversion card or something and,', ':  Right [laughter].', "":  I could handle it for a while, and then, and then eventually I'd learn, and I think that before, it was just, you know, just a bunch of little kids using it."", ':  Right.']"
":  No, I, I, I would think, I mean, a, a, a base ten system as compared to a base twelve system --","["":  That's right, and, and now we're backwards."", "":  We haven't changed to the sensible system."", ':  [Cough].', ':  {Faint}', ""I don't know.""]"
":  Gee, I think, wh-,","[':  Right.', "":  We'd go out and just buy, you know, five pound bags of sixteen different flavors, put it in plastic shoe boxes and, and, and then sell them for x amount per pound or quarter pound or something."", ':  Right.', "":  And we, we didn't bother buying a scale, and one of my friends was a physics, one of these guys was a physics major and he said, well, just remember a pint is a pound the world around, and ((he got)) the measuring cup and just measured, I think a cup or two cup, whatever is a pint."", ':  Did you ever check it to see if it really was,']"
":  I think he (( )) the calculation at home, and it turns out that he was actually pretty close.","[':  Right.', "":  And we, we didn't bother buying a scale, and one of my friends was a physics, one of these guys was a physics major and he said, well, just remember a pint is a pound the world around, and ((he got)) the measuring cup and just measured, I think a cup or two cup, whatever is a pint."", ':  Did you ever check it to see if it really was,', ':  Gee, I think, wh-,', ':  a pint?']"
":  make, you know, I think we were only making seventy-five dollars each profit at the end of the year.","[':  Right.', ':  So, so we were giving them a little too much, but that was our general tendency anyway.', "":  Well, that's, you all are (( )) nice business [laughter]."", "":  Yeah, well, we were, you know, we were in, it was, it was almost like we did it for the hell of it in school, we really didn't,"", ':  Right.']"
I think --,"['It was wrecked three weeks ago, but, but you see again --', ':  Uh-huh.', ':  -- the credit cards came in handy.', 'I had to have the money to pay rental car, pay this, pay that till the insurance company pays back.', "":  That's right.""]"
I thought --,"["":  -- if I could do some investing, you'd have to invest at better than twenty percent earnings in order --"", ':  Sure.', ':  -- to pay for the payments on the credit card.', "":  That's right."", "":  That doesn't make a bit of sense to me.""]"
I thought it was really interesting.,"["":  But, uh, he's the one that wrote TARZAN OF THE APES,"", ':  Okay.', ':  and all that too,', ':  Yeah, I heard of that [laughter].', ':  and, uh, and, uh, he, uh, he had one where this guy was a Civil War soldier and, and, uh, made some trips to Mars and stuff.']"
"And, uh, starting, I think I'm going to start pick up a few, uh, more science fiction as far as, well, as Isaac Asimov, I have a number of his books too.","["":  and so it's kind of funny too."", 'And then, uh, [breathing] then I like, uh, what else do I have there?', ""Oh, it's a series of another fantasy but it's Fred Sabber-, Sabberhagen, and it's the, it's, uh, THE SWORD SERIES."", ':  Uh-huh.', "":  Which I liked, and uh, GORE, I like too, it's another fantasy one.""]"
"Uh, bu-, but I think they're pretty good.","[""And, uh, starting, I think I'm going to start pick up a few, uh, more science fiction as far as, well, as Isaac Asimov, I have a number of his books too."", ':  Right.', ':  And H G Wells.', "":  That's older stuff."", ':  Yeah.']"
":  And, uh, and then I'm, I think I'm going to start picking up some of the newer STAR TREKS, because I hear they're pretty good too.","[':  And H G Wells.', "":  That's older stuff."", ':  Yeah.', ""Uh, bu-, but I think they're pretty good."", ':  Yeah.']"
":  But, uh, I think some of his books are pretty good.","[':  Yeah.', "":  I, I'm not,"", ':  I, I like him.', "":  really too, I don't really like his endings so much."", ':  Uh-huh.']"
":  I [laughter] I thought it was a little much, but it was kind of fun.","[""It's, it's kind of bleak, but it's sort of fun,"", ':  Uh-huh.', ':  and they do a lot of MOBY DICK.', 'I had a roommate who wrote a whole paper on MOBY DICK and HEATHERS and,', ':  {Faint}  Wow.']"
:  and I think he's going to call it THE BEAST or something like that.,"['Well, I understand that Peter Benchley is coming out with a new one.', ':  Really?', ':  Yeah.', 'I just read an article the other day, you know, uh, because I have this JAWS book here,', ':  Uh-huh.']"
":  Yeah, but being in, from, from Austin, you'd think you get a lot of good country music.","[':  Okay.', "":  we've had to kind of educate each other [laughter]."", ':  [Laughter].', "":  That's been kind of strange."", "":  Oh, I'm sure.""]"
":  and then you, you know, you kind of think of ALABAMA,","['I mean --', "":  it's more accepted all over."", ':  -- country music is a lot easier for people to break into, as opposed to other fields of music, so I think a lot of people start out in country and,', ':  Right,', ':  then try to,']"
":  And I thought golly, that's like a two hour aerobic class [laughter].","[':  Well, did you happen to see her, um, welcome home show on the H B O for the troops?', ':  I did not, no.', ':  She had so much energy.', 'I mean, she danced and danced and danced [laughter].', ':  Yes.']"
"She's, I think probably fifty-eight, and she's really up on all the new music,","[':  It is.', ""It's, it's sad when you reach that age."", ':  I know [laughter].', "":  But you're not doing bad."", ""I have a, a good friend that, I mean, she's much older than I am.""]"
":  Well, do you think the reasons are any different than, than what they did in,","[""I'm not all that familiar with the beginning of it."", ':  Well, my father, my father was in Nam.', 'My brother was in Nam.', 'You, you know, I had a lot of friends in Nam.', ""So, it's like, it hit, it hit pretty close.""]"
":  Yeah, and I never thought about that.","[':  So, you know, I, I blame a lot on Uncle Sam because of the fact, you know, they had it in your living room, and,', ':  Uh-huh.', ':  stuff like that.', ""And I don't, I didn't like that at all."", 'Because, it makes you worry more.']"
"That, or if you see something and you, you think it's your child or you think it's somebody,","[""And I don't, I didn't like that at all."", 'Because, it makes you worry more.', ':  Yeah, and I never thought about that.', 'The news coverage might be worse than it, you would be better off not knowing, I guess.', "":  In a way, it is because, then you don't have to really worry (( )).""]"
":  So, it's just, it's, I think the war then was just as useless as it is now.","["":  In a way, it is because, then you don't have to really worry (( ))."", ""That, or if you see something and you, you think it's your child or you think it's somebody,"", ':  Yeah.', ':  you know and they are dead and then, you know, you done went haywire for nothing.', ':  Right, right.']"
"I think he would have done better,","[':  So, just blow up any part of the country that they are occupying, regardless of the boundaries.', ':  Just like Storming Norman, they should have let that man loose.', ':  Yep.', ':  They should have just let him loose in the city.', 'He would have just cleaned house.']"
:  And then you think about it Vietnam is how old and they still have prisoners of war.,"[':  But, there there were bases that had permanent installation, as far as, entertainment and services went.', ':  Uh-huh.', ':  So, I guess that cost a bit.', "":  So, you know, see the ships, people don't realize it, but the ships and all that scuff, that's still over there."", ':  Yeah.']"
"I think the United States should, ((but)) they put down and go over there and be and just go through it, period.","["":  So, you know, see the ships, people don't realize it, but the ships and all that scuff, that's still over there."", ':  Yeah.', ':  And then you think about it Vietnam is how old and they still have prisoners of war.', ':  Yeah.', "":  See, I don't think that is right.""]"
I think I would rather not let him have anything.,"[""Yeah, there is already talks of, you know, dealing with the again, it won't be long."", ':  Uh-huh.', "":  Yeah, I guess it's,"", ':  Well, he will be back.', "":  I don't know whether it's better to know what your enemy has or [laughter] or, you know, fight against something you know is there or not let him have anything.""]"
"It is just, you know, I think they should have done more than what they did over there, and I still think they should have done more than what they did over in, uh, Saudi Arabia.","[':  They just were not allowed.', 'It took years before they would even allow the bombing.', 'That is kind of political.', '[laughter] I have no other words for it.', "":  Nope, there's nothing else you can do about it.""]"
":  Oh, I gue-, I think we rented PRETTY WOMAN --","["":  What was one of the latest ones that you've seen, actually?""]"
":  Uh, I think I know who you are talking about though.","[':  COCOON, uh-huh.', ':  Okay.', ':  He was a blond haired, heavyset alien in COCOON.', ':  Oh, okay.', "":  I don't, I don't know what his name is.""]"
:  I think you said Peter.,"['I said ""whoa, [laughter]  I\'m glad I have not had dinner"".', ""Then, uh, I saw AWAKENING, that's a wonderful, wonderful job by Robin Williams and Peter De Niro."", 'I, uh, I, uh,', ':  Robert De Niro?', ':  Robert De Niro, what did I say, Peter?']"
":  Well, you know, I think I read about that too.","[':  One is SILENCE OF THE LAMBS.', ""I've heard a lot about that one."", ""They say if you really want to be, uh, you really want some suspense, that's the one to see."", ""And, I understand that's a sequel to an earlier movie that showed about two weeks ago on television."", 'Uh.']"
"And then THELMA AND LOUISE, I think it's time we had a lady abuse the guys movie.","[""They say if you really want to be, uh, you really want some suspense, that's the one to see."", ""And, I understand that's a sequel to an earlier movie that showed about two weeks ago on television."", 'Uh.', ':  Well, you know, I think I read about that too.', ':  Uh-huh.']"
":  And, I thought that was really good.","["":  And, after, after that I get involved in other things and don't want to --"", ':  Yeah.', "":  -- don't want to go back."", "":  Yeah, I've heard that's, we, uh, we, uh, rented the other one, I was trying to think of the other one that we had rented lately, uh, was PRESUMED INNOCENT, with, uh, [sigh]  Harrison Ford, I guess he's in there."", ':  Uh-huh.']"
"I think he ought to stay [laughter] Indiana Jones.  [laughter] I realize that he would like his career to develop, but I don't want to see him in other things.","["":  Oh, that's right, I remember now."", 'Yeah, I remember.', ':  Yeah, so, I mean it really kind of had a turn at the end, when you found out who it was [laughter].', ':  Uh-huh.', ""Well, I've had a hard time enjoying Harrison Ford in anything since the Indiana Jones movies.""]"
":  Yeah, I thought he looked real good with a beard, too.","['But, uh, I tell you, Sean Connery in the HUNT FOR RED OCTOBER, I, I never did care for him as, in the James Bond movies.', ""((I don't know he was too))."", ':  I was never into those movies, either.', "":  Yeah, I didn't care for the type of movie, but he was always slick, and greasy, and seemed to be conceited and had more women than he needed and [laughter]  I didn't like him."", 'But, he has really developed into a marvelous character actor as he has come older.']"
":  But I, I think animals are really important in the family.","[':  at this age, I guess so.', ':  Yeah.', "":  But, um, she's been a good dog to have, and I don't know, once she's gone, I'm not sure if I'll get another animal or not [laughter]."", ':  Well, everybody always says no more [laughter].', ':  Yeah, yeah.']"
"I think,","["":  Yeah, so she, and it, what was funny was that, um, our daughter must have been, let's see, she must ((have been)) about eight at the time, I guess,"", ':  Uh-huh.', ':  and, um, she just loved this little dog,', ':  Oh.', ':  to pieces but I think she loved her too much because the dog has never been real comfortable with her.']"
":  But, um, th-, I thought that was most unique.","[':  Yes, it really was.', 'It was just a nice touch,', ':  Yeah.', ':  and it kind of made it seem more homey too [laughter].', ':  Yes, yeah.']"
":  And I thought, I put up with that all those years [laughter].","[':  And finally, my children are the ones ((who)) said, ""Mom, you\'ve put up with that skunk long enough,"" so,', ':  [Laughter].', "":  [Laughter] we moved her to the basement, and I don't think she was there a week till the men moved her, buil-, built her a pen outside [laughter]."", ':  Oh, my gosh.', ""Isn't that funny?""]"
"I think that's just part of their overall educational process, is to get out and see and do things.","[':  Yeah.', "":  -- one is two and a half and one's nine months, and, uh, that age, of course, everything you do they're trying to learn to do, and so, uh, it's important for you to spend time doing the things that you want them to learn, you know, that, that they need to learn at the age, you know --"", ':  Yeah.', ':  -- reading, and, uh, reading and playing nice with others, and that sort of thing.', "":  Yeah, we went through this with our children, and now with our grandchildren, and I've always tried to do things with them, uh, like, when you're at the little league, helping out even though I'm not a good athlete myself, I was able to help the coach in, in just controlling the kids, if nothing else, and we've always, uh, oh tried to take our children and no-, now at this age our grandchildren to see and do things that otherwise they might not be able to.""]"
"I think, uh, individually, uh, just by the vast number of people there are, there's I think cars are also a major contributor to it.","[':  Uh-huh.', '@:  And I probably would, uh, target, uh,', ':  [Music].', ':  industry as being number one polluter.', "":  Yeah, that's probably [child_talking] a major one.""]"
":  I think they would generate probably, uh, one of them would probably generate enough for three cars.","[':  [Child_talking].', ':  the big,', ':  ((Huh)).', ':  uh, eighteen wheelers and so forth.', ':  Uh-huh, uh-huh.']"
":  I think there's a lot of hold back, uh, because,","["":  But that's not, and I think it can be resolved if, uh, if they really let go with,"", ':  {Faint and muffled, talking to child}.', ""Just a minute, I'm on the phone [/music]."", "":  the technology that they have at, uh, at their hand, and they haven't released it yet."", ':  Uh-huh.']"
":  But, um, I think another, [child_yelling] you can tell when you go around cities, you can smell specific things from, [child_yelling] from, [child_yelling] specific industries.","["":  That's right, that's right."", ':  [Laughter]', 'Then we get out of that phase,', ':  Yeah.', ':  soon enough.']"
":  Well, people think you burn it, it's gone, but it's not gone.","[""And it's the type of industry, you know, which obviously if you can smell it, it's in the air."", ':  Uh-huh.', 'Well, I know, uh, uh, in Michigan, uh, the way they used to take care of the trash is they would incinerate it, and the fumes from the incineration was a terrible pollutant to the air.', ':  Yeah.', ':  And, um, of course, now,']"
":  So I think the cockroach will evolve, uh, sa-, safely [laughter].","[':  Yeah.', "":  you know, which is, uh, the, the most important, um, resource that we have is people, and they're, and they're destroying us, they,"", ':  Yeah.', ':  really are.', ':  We really have to do more,']"
:  I think we've got to do more with the recycling.,"[':  really are.', ':  We really have to do more,', ':  So I think the cockroach will evolve, uh, sa-, safely [laughter].', ':  [Laughter].', ':  So they say [laughter].']"
":  Um, I think we're all contributors.","[':  Absolutely, yes.', 'Uh, of course, uh, we would like to see it accelerated because, uh, of the critical nature of it.', ':  Uh-huh.', ':  The, the learning of it and the, just to, um, think that way, we have to be in that thought pattern and able to, um, motivate ourselves to, um, uh, do what is right for the atmosphere.', ':  Uh-huh.']"
":  I think you're right, education is a big thing --","['I mean, every human being that lives is a contributor,', ':  Yeah.', ':  to pollution, so,', ':  Yeah.', ':  we just {faint} um.']"
"Well, I think science has come a long way to making it so that it's possible to find ways to solve the problem [/music].","[""I'll turn it up in a minute, honey, when I'm done [breathing]."", "":  So [breathing] um, it's just, um, very critical, I think at this point to,"", ':  Uh-huh [music].', ':  uh, get that through to the people and get us educated.', ':  Yeah.']"
:  #I think they teach# it a lot in science [popping].,"[':  [Popping].', 'Um,', "":  I, I don't know if they offer classes in, uh, the, uh, in the grade school,"", ':  [/Popping].', ':  uh, uh, #subjecting.#']"
I would think that that's where it would come through.,"[':  [/Popping].', ':  uh, uh, #subjecting.#', ':  #I think they teach# it a lot in science [popping].', ':  In science, okay.', ':  Yeah.']"
:  I think they're kind of getting it in all different grades.,"[""I would think that that's where it would come through."", ':  What grade level would that be?', 'Would that be, um, perhaps,', ':  I,', ':  the first grade level, which would be,']"
:  [/Popping]  I think they are starting probably in the first grade.,"[':  the first grade level, which would be,', "":  I think they're kind of getting it in all different grades."", ':  Well, I mean, are they starting, though, at, at, with the children that are so, their little minds are like sponges and they can really [breathing],', ':  Yeah.', ':  uh, relate to that.']"
"I, I just thought that was so neat, that they got him over that hump.","['He, he was in resource from second grade till fourth grade in math,', ':  Uh-huh.', ':  and they recently released him from,', ':  Oh, great.', "":  resource, which I'm, I was thrilled, I really was.""]"
:  I think I read about that in the paper.,"[':  familiar with that.', 'It is something new, and basically what they do is they start right from the beginning relearning the sounds of letters.', ':  {Faint}', 'Oh.', ':  Um,']"
"We think there's a learning disability and we think he needs to be tested immediately, because, you know, once the first report card comes in, they,","[':  So she, she was able to zero in.', ':  She had picked it up, yep,', ':  Oh.', ':  she had already picked it up.', ""And she said, you know, we, we were going to call you if you hadn't called us.""]"
":  If you choose the select top group out of the public schools and tested them, and then compared them to the pri-, to the private school group, then I think you would have a more equitable --","[':  they can be selective, right.', "":  And they ca-, they, that's right, they have the ability to be selective."", ""But you can't say then, well, public schools are, are not as good."", ':  Right.', "":  Perhaps they are, because they're, they're,""]"
":  Sure, sure, I think it's real important to have friends.","['Well, is that good?', 'Yes, the child is very bright, but on the other hand, I feel like my children, who are kind of middle of the road, have,', ':  Better coping skills.', ':  are more rounded, you know.', ':  Yes.']"
I think it's real important to play sports.,"['Yes, the child is very bright, but on the other hand, I feel like my children, who are kind of middle of the road, have,', ':  Better coping skills.', ':  are more rounded, you know.', ':  Yes.', "":  Sure, sure, I think it's real important to have friends.""]"
I think it's real important to be part of a team.,"[':  Better coping skills.', ':  are more rounded, you know.', ':  Yes.', "":  Sure, sure, I think it's real important to have friends."", ""I think it's real important to play sports.""]"
":  I think,","["":  I don't think, I don't think all of them, I think maybe mainly Dallas school system, between Richardson is fine, and my son was in Garland and Plano, he was in all three of them, Richardson, Plano and Garland, and I don't have any problems with, with, with them --"", ':  Uh --', ':  -- as far as, you know.', "":  -- well, it's been a long time since I've been in, uh, involved with public school systems."", 'Uh --']"
":  Oh, my goodness, I think the biggest problem for now days with the school system, is some of the parents, I don't want to say all of them --","["":  -- well, it's been a long time since I've been in, uh, involved with public school systems."", 'Uh --', ':  I think,', ':  -- my youngest girl has graduated and she graduated in eighty-nine.', 'So.']"
"But some of the parents thinks just, uh, they're baby sitters, and they're not.","[':  -- my youngest girl has graduated and she graduated in eighty-nine.', 'So.', "":  Oh, my goodness, I think the biggest problem for now days with the school system, is some of the parents, I don't want to say all of them --"", ':  Uh-huh.', "":  -- because I'm not one of them.""]"
I think they should also get involved.,"["":  Oh, my goodness, I think the biggest problem for now days with the school system, is some of the parents, I don't want to say all of them --"", ':  Uh-huh.', "":  -- because I'm not one of them."", ""But some of the parents thinks just, uh, they're baby sitters, and they're not."", ""You know, they're putting a lot of responsibilities off on the teachers, and I don't think they should.""]"
":  and I think the school, I think,","["":  Well, that's, that's what I'm saying."", ':  -- and carries over into the school when --', "":  That's right."", ':  -- they are school age, and, and,', ':  I mean, you have kids,']"
":  I think, uh, I don't know what the solution is, if the government doesn't know, how are the, um, there's somebody that needs to rise up and have a plan that is going to resolve the many issues that are facing the public school system.","["":  And they're not getting any paid neither."", ""I mean, there's not, you know, it's like a hazardous job, now, in some schools, I should say."", 'Not all schools.', 'Some schools.', ""You know it's,""]"
":  -- and, uh, I think because she is, uh, [lipsmack] the only child that they concentrate, uh, they would like to have more, but that hasn't been, uh, possible.","[':  Uh-huh.', ':  -- for, uh, her musical, uh, talents --', ':  Uh-huh.', ':  -- her sports abilities --', ':  Uh-huh.']"
:  Now I think --,"["":  -- and I'm sure when your children grew up you didn't, you know, I don't remember doing all these things."", ':  No.', "":  I certainly don't remember my parents running me here and there and supporting me in all these things, but we had more, I guess family time  alone --"", "":  Yeah, you're,"", ':  -- where we did nothing.']"
":  I think, uh, uh, those type of children, uh, that are involved in things like that, their, uh, goals are going to be set higher than the average child that are not participating in things.","[':  Uh-huh.', ""And, I know where you're coming from --"", ':  Yeah.', "":  -- and it's, it's very nice."", ':  It is very nice.']"
":  Well, I think so, and, and I think they've learned a whole lot about being part of a team, whether the team is your singing group, your band, your --","[""And, I know where you're coming from --"", ':  Yeah.', "":  -- and it's, it's very nice."", ':  It is very nice.', ':  I think, uh, uh, those type of children, uh, that are involved in things like that, their, uh, goals are going to be set higher than the average child that are not participating in things.']"
I think they've learned some real good life skills.,"[':  Yeah.', ':  And, uh,', ':  A, a, a team effort, yes.', ':  [Lipsmack]', ""Yeah, and so I've been real pleased with that, too.""]"
":  And I think it's a step, a, a giant step of progress, I really do.","[':  Uh-huh.', ':  -- of teamwork.', ':  Uh-huh.', ':  And, uh, I mean a lot of people that are adults are having to go back and learn those basics when our children are already learning that.', ':  Yes, yes.']"
":  Well, uh, Cathy, I think if you look to the Word of God --","[':  Give me some wonderful advice Catherine.', 'What is the best advice of mothering that you know?', '[Laughter].', ':  The best of,', "":  Besides don't sweat the small stuff [laughter].""]"
":  -- and, uh, think on the things that are pure and lovely and, uh, keep your mind off of negative things.","[':  The best of,', "":  Besides don't sweat the small stuff [laughter]."", ':  Well, uh, Cathy, I think if you look to the Word of God --', ':  Uh-huh.', ""Oh, that's good, that's real good advice.""]"
":  -- and, I think you'll see a lot of growth in, uh, in their ability to, uh, control their thought pattern and, and when you employ the Word of God there's nothing as powerful as the Word of God.","[':  Uh-huh.', "":  And, uh, even if they're, even if they're discouraged, tell them that that's just a passing moment --"", ':  Uh-huh.', ':  -- and to dwell on those things that are, uh, [lipsmack] not negative and that are positive things in their life --', ':  Uh-huh.']"
":  Well, uh, longer term trends I think that, uh, like past oh, ten or fifteen years, uh, the-, the-, there seems to be a, a trend and maybe it's longer than that of, of politics is, is strictly a what can I get for me or what can I get for my group and not what's best for the whole, uh, kind of a thing, uh.","[':  Okay, uh, could you give me your thoughts on, uh, on any trends.']"
":  that, and I think it, I think it ties in with the, the budget deficit that, uh, the Congress an-, and the [breathing] is, i-, they g-, they get reelected by what they do for their districts, uh,","["":  Yeah, um, you're talking about the, uh,"", ':  I mean the,', ':  political action committees and,', ':  Yeah, political action committees,', ':  uh, sp-,']"
"At least I think up,","[':  because the, the, the base that New England always had, the textile base the, uh, the, uh, costume jewelry base, most of that now has moved out here though to sell overseas or down south.', ':  Yep, Yep.', "":  So we're prone to, um, [lipsmack] uh, recessions like the rest of the country where before we were kind of stable."", ':  Yeah.', ':  Uh, the political power is the only thing that can stabilize it.']"
":  Well, I, I think they should be outlawed myself.","["":  they're going to, they're going to catch it and somebody has to do it."", ""Somebody has to do the work like Boeing or General Dynamics or wherever they happen it to be, you know, you've, you've only got a few plane factories  or,"", "":  Well, I guess, I guess I'm a little more cynical than that."", ""I'm not, I'm not sure that it, that all of it has to be done even."", 'But, uh,']"
"I think in a lot of cases, yes.","[':  they, they put on their (( )) and they never fly or they never, they never run right.', ':  Yeah.', ':  Um, is it because of, of political clout,', ':  Yeah.', ':  rather than need?']"
":  Yeah, I think right now it's, it's kind of bad [baby].","[':  All right so, uh, you live in Dallas?', ':  Yes, I live in Dallas.', ':  Now I understand that, um, the, the real estate market out there has really gone crazy, up and down, up and down.']"
":  Yeah, a friend of mine was thinking about coming down there, and that's what he said was that, you know, it just wasn't something that people had down there.","[':  [Sniffing].', ':  and they, you know, they finished the basement, and they were able to rent that out also.', ""But, uh, in Dallas I, I just, I just haven't seen basements in houses."", ':  Yeah, yeah.', "":  And I've looked at a lot of them, {very faint} ((you know)).""]"
":  Yeah, I think I might have to do that.","[':  Oh, yeah, I love Nickelodeon, but they get that.', ""But where they live they live out in the boondocks of Oklahoma, and they don't get the Disney channel."", ':  Oh, well,', ':  So,', ':  they would enjoy that.']"
":  But I think, I, uh, I don-, I think that's unusual.","[':  so.  [lipsmack]', 'Well, I, do we have a time limit?', "":  I don't know."", 'I got kicked off the other day because they said the lines were busy.', ':  Um.']"
:  I think that's really important.,"[""She's done a lot of things that I never thought she would do, you know, with, [laughter] with the family because she was m-, the one that said she was never getting married and never going to have any children."", ':  Oh, is that, [laughter] is that right?', '[Laughter].', ':  [Laughter]', 'So, she is, she spends a lot of quality time I think [noise] when she is with, with the children.']"
":  It, she thought it was going to.","[':  Uh-huh.', ':  And, uh, she, she also had a small child she brought with her.', 'And it did not work out.', 'Uh, at all [laughter].', ':  Uh-huh.']"
":  [Noise] I oft-, I always thought that if you were checking into a day care, that you [baby] would be good to get references,","['You know, if they said anything or did anything.', 'So it kind of ac-, i-, kept them,', ':  Gave you an idea of what your child,', ':  Yeah.', ':  was progressing in or doing.']"
":  Because they wouldn't have nothing to worry about saying, you know, if there was a problem they, they would I think be more ready to tell you what it was.","[':  [Noise] I oft-, I always thought that if you were checking into a day care, that you [baby] would be good to get references,', ':  #Yeah.#', ':  #uh, on# people that had been in that day care but was no longer there.', ':  Yeah.', 'Yeah.']"
":  Oh, I think so, because if they were still there, you know they might  not,","[':  #Yeah.#', ':  #uh, on# people that had been in that day care but was no longer there.', ':  Yeah.', 'Yeah.', "":  Because they wouldn't have nothing to worry about saying, you know, if there was a problem they, they would I think be more ready to tell you what it was.""]"
":  I think I'll enjoy ((doing)),","[':  So, um,', ':  Yeah.', "":  I'll be able to keep that up a little bit."", 'But I th-,', ':  Yeah.']"
":  Yeah, I, I think I'll enjoy.","["":  I'll be able to keep that up a little bit."", 'But I th-,', ':  Yeah.', "":  I think I'll enjoy ((doing)),"", "":  I bet you'll have some great experiences with them.""]"
"Now, I think I'm leaving out a portion.","[':  Everybody was back to a commonality of one.', 'And so they kept picking at him, picking at his, at her mother and, uh, finally, uh, started picking on her.', ':  Uh-huh.', ':  And getting her to, you know, they were starting to, uh, accuse her of, of, of, uh, crimes and atrocities before the, the revolution and, and had her write her own story over and over and over.', 'Uh, [breathing] and the, uh, the major point of the movie was that, that she had, uh, married this, this Chinese fellow and was with child when they started this mass court.']"
":  Okay, but, I think it's, I just started doing this so I don't know too much about it.","[':  Yeah, now, did you push one?', ':  Yeah, uh,', ':  Oh, okay.', "":  no I haven't pushed one yet."", 'I just,']"
"Um, I think I mean, if, if I start this I just wanted to say that, um, one of the things that I don't think we really understood about the, the middle eastern situation is that they're a totally different type of people than we are, and I mean they think differently and their idea of what is justice is totally different from ours.","[':  That will be fine.', '@:  Okay [beep].', 'Well, hi, [laughter].', ':  Hi.', ':  Good morning.']"
"And, and right now, I, I think that that's been proven in the fact that, um, they have just, well, anyway, I just think that, you know, the United States policy over there, I think we should just leave them alone.","['@:  Okay [beep].', 'Well, hi, [laughter].', ':  Hi.', ':  Good morning.', ""Um, I think I mean, if, if I start this I just wanted to say that, um, one of the things that I don't think we really understood about the, the middle eastern situation is that they're a totally different type of people than we are, and I mean they think differently and their idea of what is justice is totally different from ours.""]"
