target,context
This is believed to have been worked from Roman times.,"['Bathing is possible.', 'There is a car park in the adjacent Bracelet Bay.', 'From Limeslade', 'Bay there is a cliff walk to Langland Bay, about half a mile to the west.', 'Of note is an iron mine at the head of the bay, near the roadside.']"
It is believed as most familiar as the top half of a martial arts uniform.,"['Outside of Japan, an uwagi (上着/上衣) means a kimono-like jacket worn in Japan.']"
"ConditionDartitis is believed to be a form of dystonia,  which is described by the UK NHS as: A medical term for a range of movement disorders that cause muscle spasms and contractions.","['In 1986 five-times World Champion, Eric Bristow revealed he had the condition because he was having problems with the release of his darts.', 'Bristow managed to make a partial recovery from the condition, and even managed to regain the number one position in the world rankings.', 'Former World Champion Mark Webster also had dartitis.', 'In the 2017 Grand Slam of Darts, Berry van Peer suffered from dartitis.', 'This was visible in his matches against Simon Whitlock, Gary Anderson and Cameron Menzies.']"
Scanlon was widely believed not to have played music since leaving the band with rumours that he had been invited to join Elastica never properly substantiated.,"['He also admits that ""it was a big mistake getting rid of him"" Smith had previously publicly regretted dismissing Scanlon, telling Q ""it was a bad decision...I do miss him"".', 'On this occasion, Smith continued ""one thing I don\'t do is have people back.', 'I\'ve done it before and it\'s a real mistake.""', 'However, it was long rumoured that Smith had invited Scanlon to return in 2001; a story confirmed by Scanlon in his only known interview since leaving the group, conducted by Dave Simpson for The Guardian in 2006.', 'However, no reunion was forthcoming, with Scanlon commenting ""after three hours in the pub with him I realized I was better out of it"".']"
"The name Kunda is believed to be the Kabi language word gunda or konda, meaning cabbage tree palm.","['There is a small area of grazing land near the conservation park.', 'Apart from that, the suburb is industrial.', 'History', 'The area was formerly known locally as Crete.', 'The township of Kunda Park was named by the Queensland Place Names Board on 1 May 1975.']"
"Some scholars believe that the father of the poet Dionysios Solomos was from Oreino, based on an alternative place name Solomika, as well as the remains of a tower where the Solomon family is believed to have lived prior to the Ottoman conquest of Crete in 1669.","['Oreino () is a small village in Lasithi regional unit on Crete, Greece.', 'It is situated 28 kilometers northeast of Ierapetra and lies 10 kilometers from the Cretan south coast.', 'As of 2011, it is part of the Ierapetra municipality.', ""It is situated at 650 meters above sea level ('oreinos' means mountainous in Greek), east of the Thrypti mountains, in an area rich in vegetation."", 'A gorge with the same name is also part of the village and contained a neo-Byzantine church with frescos.']"
"The Point Arkwright name is believed to be named after Sir Richard Arkwright, who invented the machinery for cotton spinning factories.","['It is a  site with 338 beds.', 'History', 'The headland () which the suburb was named after was originally called Petrie Heads after the first settler of Brisbane Andrew Petrie who had explored this region of Southern Queensland in the early 1840s.', 'The headland being named as Point Arkwright would appear to post-date 1861 as that is the year that Lt. Heath RN named the associated headland of Point Cartwright as Point Raper.', 'As both Point Cartwright and Point Arkwright are thought to have been named together in recognition of the English inventors, it would have to have been some time after 1861 when Point Raper was being used for Point Cartwright.']"
It is usually believed to be the same as Debir in the Tribe of Gad.(),"['(2 Samuel 9:4,5).', 'Lo-debar was also considered a ghetto town in biblical times.', ""Mephibosheth, son of Jonathan was living in Lo-debar at the house of Machir, son of Ammiel, who was possibly a brother to David's wife Bathsheba (see 1 Chronicles 3 verse 5)."", ""King David showed loving kindness to Jonathan's son Mephibosheth by bringing him from Lo-debar and having him eat at the King's table regularly."", '(2 Samuel 9:1-13).']"
"At this point, it is believed that the Fis protein modulates subtle contacts to activate the reaction, possibly through direct interactions with the Hin protein.","['This is advantageous to the bacterium as a means of escape from the host immune response.', 'Hin functions by binding to two 26bp imperfect inverted repeat sequences as a homodimer.', 'These hin binding sites flank the invertible segment which not only encodes the Hin gene itself, but also contains an enhancer element to which the bacterial Fis proteins binds with nanomolar affinity.', 'Four molecules of Fis bind to this site as a homodimers and are required for the recombination reaction to proceed.', 'The initial reaction requires binding of Hin and Fis to their respective DNA sequences and assemble into a higher-order nucleoprotein complex with branched plectonemic supercoils with the aid of the DNA bending protein HU.']"
"At first, it was believed that one of the two bodies was female, which led to the name ""Weerdinge Couple"", or, more popular, ""Mr. and Mrs. Veenstra"", veen being the Dutch term for bog and ""Veenstra"" being a common Dutch surname.","['The Weerdinge Men is the name given to two bog bodies found in 1904 in Weerdinge, Drenthe, in the southern part of Bourtange moor, in the Netherlands.', 'Radiocarbon dating shows that they likely died between 160 BC and 220 AD.']"
Some observers believe that this points to a ritualistic purpose for the killing.,"['The Weerdinge Men is the name given to two bog bodies found in 1904 in Weerdinge, Drenthe, in the southern part of Bourtange moor, in the Netherlands.', 'Radiocarbon dating shows that they likely died between 160 BC and 220 AD.', 'At first, it was believed that one of the two bodies was female, which led to the name ""Weerdinge Couple"", or, more popular, ""Mr. and Mrs. Veenstra"", veen being the Dutch term for bog and ""Veenstra"" being a common Dutch surname.', 'Pathology', 'The more complete Weerdinge Man had a large wound on his chest, through which his intestines spilled out.']"
The same electronic structure transition is believed to be a causal factor in Invar behaviour.,"['There are three known Fe-Ni meteoritic minerals: kamacite, taenite, and tetrataenite.', 'The existence of antitaenite as a new mineral species, occurring in both iron meteorites and in chondrites, was first proposed in 1995 but the IMA has not approved paramagnetic antitaenite; instead the organization regards it as a variety of taenite.', 'Gamma (fcc) Fe-Ni alloys with low-Ni (about 25% Ni) are probably inhomogeneous on a nanometer scale.', 'Antitaenite and taenite have the same crystal structure (face centered cubic) and can have the same chemical composition (same proportions of Fe and Ni) but they differ in their electronic structures: taenite has a high magnetic moment whereas antitaenite has a low magnetic moment.', 'This difference in electronic structure was first established in 1999 and arises from a high-magnetic-moment to low-magnetic-moment transition occurring in the Fe-Ni bi-metallic alloy series.']"
It is believed that nonsense suppressors keep a low concentration in the cell and do not disrupt normal translation most of the time.,"['A nonsense suppressor is a factor which can inhibit the effect of the nonsense mutation.', 'Nonsense suppressors can be generally divided into two classes: a) a mutated tRNA which can bind with a termination codon on mRNA; b) a mutation on ribosomes decreasing the effect of a termination codon.']"
"He believed that since the disease originated from ""illicit love"" it should be named Morbus Venereus (Malady of Venus) or lues venerea (venereal disease).","['Jacques de Béthencourt (fl. early 16th century) was a French physician who practiced medicine in Rouen.', 'He is remembered for coining the term venereal disease.', 'As a Frenchman, Béthencourt resented the term Morbus Gallicus (French disease), which was a popular name for sexually transmitted diseases at the time.']"
Béthencourt believed it to be a new disease that was unknown to the ancients.,"['Jacques de Béthencourt (fl. early 16th century) was a French physician who practiced medicine in Rouen.', 'He is remembered for coining the term venereal disease.', 'As a Frenchman, Béthencourt resented the term Morbus Gallicus (French disease), which was a popular name for sexually transmitted diseases at the time.', 'He believed that since the disease originated from ""illicit love"" it should be named Morbus Venereus (Malady of Venus) or lues venerea (venereal disease).']"
"At least one historian believes it was named for Ciperano Pedrini, a storekeeper in Garden Valley, who was known as Bill Tell.","['Tells Peak is a mountain in the Sierra Nevada at the very north end of the Crystal Range (California), to the west of Lake Tahoe.', 'It is located in the Desolation Wilderness in El Dorado County, California.', 'The origin of the name is not certain.', 'It is probably named for a Swiss homesteader named Tell who lived a few miles to the west.']"
The names' meaning is believed to refer to a chapel at the bottom of hill.,"['Buncle is a Celtic derived surname originating from Bonkyll Castle, Berwickshire, Scotland.', 'It has many modern variations that are phonetically similar, for example: Bonkle, Bonkyll, Bonkill, Bonkylle, Bonkile, Bunkle, Bunkall and Bonckle.']"
"Some investigators now believe that this cyst represents a more posterior presentation of a nasopalatine duct cyst, rather than a separate cystic degeneration of epithelial rests at the line of fusion of the palatine shelves.","['The median palatal cyst is a rare cyst that may occur anywhere along the median palatal raphe.', 'It may produce swelling because of infection and is treated by excision or surgical removal.']"
It is believed that he only came back in 1941 to assist with Princess Iron Fan and 1964 Havoc in Heaven.,"['Wan Dihuan (; born 1907, date of death unknown) was a Chinese filmmaker.', 'Born in Nanjing, China, he was one of the Wan brothers who pioneered the Chinese animation industry.', 'His date of birth is unknown.', 'HistoryWan Dihuan assisted his brothers in pioneering many of the film projects up until 1932, when he voluntarily left the Great Wall Film Company for his own photography studio.', 'It is unknown as to whether he succeeded in starting the studio, since the Second Sino-Japanese War would take shape by 1937.']"
"Raw food enthusiasts believe the butter made from unroasted hazelnuts possesses greater nutritional value and more beneficial enzymes, both of which would otherwise be destroyed in the roasting process.","['Hazelnut butter is available in both crunchy and smooth varieties, and can be made from either raw or roasted hazelnuts.', 'Gianduja is also a type of chocolate stretched with hazelnut butter.', 'Hazelnut butter is high in natural fats and susceptible to oil separation, so it should be stirred before use to distribute the oils evenly and refrigerated after opening to slow re-separation and prevent spoilage.', 'Nutritional informationHazelnut butter is high in monounsaturated fats, particularly oleic acid, shown to play a role in reducing the adverse effects of low-density lipoprotein (LDL).', 'Hazelnut butter is also a good source of dietary protein and vitamin E.']"
Police believe sometime during the night two men entered and Lovett was beaten in the head with a blunt instrument and then shot 3 times in the head.,"['The gang was founded by Dinny Meehan, who was shot and killed while sleeping in his home with his wife at his side.', 'His successor, Bill Lovett, aggressively confronted the Italian gangs until his death on November 1, 1923.', 'The most known story of his death goes like this: While passed out at a bar, Lovett was shot several times before Sicilian assassin Willie ""Two-Knife"" Altieri killed him with a meat cleaver.', 'However, this is unproven.', 'The facts are that Lovett drunkenly stumbled into the back room of an abandoned store with an old gang associate and fell asleep.']"
"The police believe that the true murderers were probably connected with Lovett's own gang, or a rival Irish gang.","['The most known story of his death goes like this: While passed out at a bar, Lovett was shot several times before Sicilian assassin Willie ""Two-Knife"" Altieri killed him with a meat cleaver.', 'However, this is unproven.', 'The facts are that Lovett drunkenly stumbled into the back room of an abandoned store with an old gang associate and fell asleep.', 'Police believe sometime during the night two men entered and Lovett was beaten in the head with a blunt instrument and then shot 3 times in the head.', ""When questioned, his associate told police he had conveniently awoken at 2 or 3 o'clock in the morning and returned home.""]"
"Many scholars believe Kiyomasu to have been the younger brother or son of Torii Kiyonobu I, one of the founders of the school, or to have been an alternate art-name (gō) for the same man.","['was a Japanese painter and printmaker of the Torii school, in the genre of ukiyo-e.', 'Like the other Torii artists, his primary focus was on Kabuki billboards, advertisements, actor prints, and other related material.']"
"He believes that any sin can be expunged by a good dose of faith, and does not offer her the reaction she was expecting.","['Plot', 'In a small French town during the Occupation, Barny is a young, wayward, sexually frustrated widow, living with her little girl.', 'She is also a communist militant who long ago decided that the easiest way was the best.', 'One day she enters a church, randomly chooses a priest and starts criticizing the religion.', 'But the priest is Leon Morin, who is young, handsome, clever and altruistic.']"
"Alternatively, the eagle was believed to be the bird that flew highest in the sky and was therefore closest to heaven, and symbolised the carrying of the word of God to the four corners of the world.","['The tradition of using eagle-shaped lecterns predates the Reformation.', 'Medieval examples survive in a number of English churches, including the church of St Margaret in Kings Lynn and the parish church in Ottery St Mary.', 'The Dunkeld Lectern is another notable Medieval eagle lectern.', 'Symbolism', 'The symbolism of the eagle derived from the belief that the bird was capable of staring into the sun and that Christians similarly were able to gaze unflinchingly at the revelation of the divine word.']"
"Interpretation Moshe Garsiel believes he was in fact the same person as the Elhanan mentioned in 2 Samuel 21:19 and 1 Chronicles 20:5, the son of Jair from Bethlehem, and that the Bible is crediting him as the killer of Goliath.","['The Biblical Elhanan ( ) was the son of Dodo (2 Samuel 23:24, 1 Chronicles 11:26).', 'He was a member of King David’s elite fighters known as The Thirty.']"
"These experts, among whom are to be counted a number of foreign geologists, believe that the landslide took place at the end of the Quaternary period.","['Earth pillars can be seen on the eastern shores of the lake.', 'The view of the lake from the steep slopes along the edge is scenic.', 'The maximum depth of the lake is .', 'The lake lies about  above sea level.', 'Some geologists claim that this landslide is a very old one.']"
The segment is believed to be a technological showcasing of sound from an animation clip.,"[""The Camel's Dance () is a black and white Chinese animation made in 1935 by three of the Wan brothers."", 'It is considered the first animation with sound in China.', 'History']"
"He is believed to have worked closely with Baiōken Eishun, another Kaigetsudō artist whose style shows significant similarities.","['Matsuno Chikanobu (, fl.\xa01720s) was a Japanese painter of the Kaigetsudō school of ukiyo-e art.', 'Believed to be one of the most popular painters of his time, his work, very much in the Kaigetsudō style, consists largely of  (pictures of beautiful ladies) and features bright colors and exquisite kimono fashions.']"
It is also believed that this might be an ancient city whose location is unknown.,['The Kehek (or Qeheq) were a minor Ancient Libyan group that battled with the Egyptians during the New Kingdom of Egypt.']
"Once thought to have been born in a village with either the name Lastivard or Lastivert, scholars now believe that Aristakes was born in a village, possibly near the city of Artsn, called Lastiver.","['Aristakes Lastivertsi (; 1002 – 1080) was a medieval Armenian historian and chronicler.', ""The author of many works, Aristakes' most valuable contribution in the field of the historiography was his History: About the Sufferings Visited Upon by Foreign Peoples Living Around Us (Պատմություն: մեր շրջապատի այլացեղ ազգերից մեզ հասած արհավիրքների մասին), which described Armenia's relations with the Byzantine Empire and Georgia and the devastating Seljuk invasions of the 11th century and the torture of Christians by the Seljuks."", 'Biography']"
Amou in LegendAmou was also believed to be the source of the mystical power behind both the Pharaonic and the Nubian civilizations.,"['Amou, Togo is a prefecture located in the Plateaux Region of Togo.', 'The prefecture seat is located in Amlamé.', 'Canton (administrative divisions) of Amou include Ouma (Amlamé), Logbo (Témédja), Ikponou (Akposso-Nord) Otadi, Amou-Oblo, Ekpégnon, Kpatégan, Hihéatro, Gamé, Imlé, Avédji-Itadi, Adiva, Evou, and Okpahoé-Sodo.']"
This is believed to mark the funeral route that coffins used to be carried to the old chapel at Scoor.,"['Uisken (, meaning ""water-bay"") is a settlement on a sandy bay on the Ross of Mull in the south of the Isle of Mull, on the west coast of Scotland.', 'The settlement is within the parish of Kilfinichen and Kilvickeon.', 'Originally a series of small settlements before the clearances it was developed as a fishing and crofting settlement with a small quay, known as Port Uisken, and road over to the steamer pier at Bunessan, the development being funded by the Duke of Argyll.', 'The quay soon fell into disrepair but crofting continued with seven crofts being mentioned in the early 1920s and three crofts still being worked today.', 'A cairn is prominent on the eastern skyline.']"
Saint Conan is believed to have taught Saint Fiacre.,"['LifeConan is not to be confused with St Conindrius (died 17 November 560), who is said to have been a disciple of Saint Patrick, and to have lived to a very advanced age.', 'The Bollandists place Saint Conan amongst the early bishops of Man, and John Colgan gives an account of his life and labours.', 'Unfortunately, the history of the Isle of Man in the fifth and sixth centuries is very obscure, and it is difficult to verify biographical details.', 'However, Conan, who is also described as ""Bishop of Inis-Patrick"" left a distinct impression of his zeal for souls in the Isle of Man.', ""Some authorities give the date of his death as 26 January, but Colgan, quoting from the ancient Irish martyrologies, gives 13 January, on which day Conan's feast is observed.""]"
"He was believed to have been the father of Rev Henry Charles Knight (1813–1887), the son of Hon.","['He married Jane Lawley, daughter of Sir Robert Lawley, 5th Baronet, and lived in the family seat at Wollaton Park, Nottinghamshire, which he had extensively remodeled under the direction of Sir Jeffry Wyattville.', 'Lord Middleton was a keen fox hunter and was a regular follower of the Warwickshire Hunt.', ""In 1811, he purchased the pack from the hunt's founder John Corbet, for 1,200 guineas."", ""He remained the hunt's Master until 1821, when following a fall from his favourite horse Billy Button, he passed on the mastership to Evelyn Shirley of Ettington Hall."", 'Lord Middleton had no legitimate children.']"
He believes that their inhabitants came from South America on skates.,"['L is a novel written by the Norwegian writer Erlend Loe.', 'It is about a group of young men who go on an expedition to the small island Manuae in the Pacific Ocean.', 'It was published in 1999, and was a big success.', 'Plot', ""The main theme in the story is an expedition to prove main character Erlend's theory about Pacific islands.""]"
Erlend strongly believes that his theory is correct and that they will be praised as heroes when they return.,"[""This is, of course, an impossible theory, but the story is kept alive with Loe's personal, at times naïve, style."", 'The book is divided into two parts.', ""The first part is about how Erlend, inspired by Thor Heyerdahl's Kon-Tiki, came up with the theory, and the planning of the expedition."", 'The second part is about the expedition itself, which takes place on Manuae in the Cook Islands.', 'The seven boys in the expedition, including fictionalized versions of Loe and artist Kim Hiorthøy, all feel that they have not contributed to ""build Norway"", so this trip is like their way of saying ""sorry"", and placing Norway on the map once and for all.']"
"He believed the Northern European people to be descended from the Ten Lost Tribes, with the people of Britain being the Tribe of Ephraim.","['John Wilson (8 June 1799, Kilmarnock district, Scotland – 22 January 1870, Brighton, England ) was one of the ideological architects of the British Israelite movement, along with Edward Wheler Bird and Edward Hine.', 'Wilson was a self educated man.', 'In 1840, he published Our Israelitish Origin, a book of his lectures, in which he claimed that the Ten Lost Tribes of Israel had made their way from the Near East, across the continent of Europe, to the British Isles.']"
"The character is believed to have originated as Gironi da Crina (in Ligurian) or Geralmo della Scrofa (in Italian), ca. 1630 in Genoa.","[""Gianduja (;  ) is one of the masks of the Italian commedia dell'arte, typically representing the town of Turin (and Piedmont in general)."", 'Gianduja also became the namesake for a Piedmontese chocolate preparation.', ""The mask depicts an honest peasant of Piedmontese country land, with a certain inclination for wine (particularly Brachetto d'Acqui), gastronomy and beautiful girls, while strictly faithful to his lover Giacometta, who is usually represented by a cute girl."", 'Origins']"
Morale and effectiveness for the unit were believed low in late 1950 probably due to entering combat understrength and with ill-trained recruits.,"[""The 8th Infantry Division was a military formation of the Korean People's Army during the 20th Century."", 'It was formed early in July 1950 in the Chuncheon area from remnants of the 1st Border Constabulary Brigade and elements of the 2d Border Constabulary Brigade.']"
"The Cave of the Patriarchs in Hebron is believed to be the burial place of the Jewish patriarchs: Abraham and Sarah, Isaac and Rebecca and Jacob and Leah.","['The Four Holy Cities of Judaism are the cities of Jerusalem, Hebron, Safed and Tiberias which were the four main centers of Jewish life after the Ottoman conquest of Palestine.', 'According to the 1906 Jewish Encyclopedia: ""Since the sixteenth century the Holiness of Palestine, especially for burial, has been almost wholly transferred to four cities—Jerusalem, Hebron, Tiberias, and Safed.""', 'Jerusalem has been the holiest city in Judaism and the spiritual center of the Jewish people since the 10th century BC when the site was chosen during the lifetime of King David to be the location of the Holy Temple.']"
"Along with other nearby sedimentary basins of similar age (Amadeus Basin, Officer Basin), the Georgina Basin is believed to have once been part of the hypothetical Centralian Superbasin, that was fragmented during episodes of tectonic activity.","['The Georgina Basin is a large (c. 330,000\xa0km2) intracratonic sedimentary basin in central and northern Australia, lying mostly within the Northern Territory and partly within Queensland.', 'It is named after the Georgina River which drains part of the basin.', 'Deposition of locally up to c. 4\xa0km of marine and non-marine sedimentary rocks took place from the Neoproterozoic to the late Paleozoic (c. 850-350 Ma).']"
"Along with other nearby sedimentary basins of similar age (Amadeus Basin, Georgina Basin, Officer Basin), the Ngalia Basin is believed to have once been part of the hypothetical Centralian Superbasin, that was fragmented during episodes of tectonic activity.","['The Ngalia Basin is a small (ca. 15,000 km²) intracratonic sedimentary basin in central Australia, lying within the southern Northern Territory.', 'Deposition of locally up to about six km of marine and non-marine sedimentary rocks took place from the Neoproterozoic to the late Paleozoic (ca. 850-340 Ma).']"
"Regardless of placement, some Lutherans, including Schalk, believe this to be the most important hymn in the worship service.","['According to Carl Schalk, the hymn of the day came out of the singing of the gradual which is sung before the epistle reading.', 'Generally, it is used during the Word section of the liturgy, but can vary in its placement depending on which Lutheran hymnal is used.', 'For example, the Lutheran Book of Worship (1978) suggests that the hymn of the day be placed either immediately before or after the sermon.', 'The newer Evangelical Lutheran Worship (2006), however, only suggests its use after the sermon.', ""The Lutheran Hymnal (1941) suggests that the hymn of the day precede the sermon, with the Apostles' Creed interposed between the hymn of the day and the sermon.""]"
Many country and bluegrass fans and musicians believe that Vernon Derrick was a musical stylist who was ahead of his time in the field of bluegrass music.,"['He has been recognized by The Alabama Music Hall of Fame as an Achiever.', ""He was also a longtime member of Jimmy Martin's bluegrass band 1964–1970 and off and on in the decades that followed."", 'While working with the Jimmy Martin and the Sunny Mountain Boys, Derrick wrote ""The Arab Bounce"" and ""Big Country"", two classic bluegrass favorites which have been performed and recorded by several bluegrass artists and groups.', 'His career included numerous appearances on the Grand Ole Opry and Midnight Jamboree with several different bands.', 'Derrick played fiddle for Hank III & The Damn Band from 1995 to 1999.']"
The cell surface receptor for CCL6 is believed to be the chemokine receptor CCR1.,"['It is highly expressed in bone marrow cultures that have been stimulated with the cytokine GM-CSF.', 'Some low levels of gene expression also occur in certain cell lines of myeloid origin (e.g. the immature myeloid cell lines DA3 and 32D cl3, and the macrophage cell line P388D) that can also be greatly induced in culture with GM-CSF.', 'However, in activated T cell lines, expression of CCL6 is greatly reduced.', 'CCL6 can also be induced in the mouse lung by the cytokine interleukin 13.', 'Mouse CCL6 is located on chromosome 11.']"
"Along with other byproducts of the palm, cohune oil is believed to have been used by cultures in southern Mesoamerica since the pre-Columbian era, in particular by the Maya.","['Cohune oil is pressed from the seeds of the cohune palm, which is native to Central and South America.']"
"It is believed that Mount Zeil was named during or following Ernest Giles's 1872 expedition, probably after Count Karl von Waldburg-Zeil (1841–1890), who had recently distinguished himself with geographic explorations in Spitzbergen; a footnote in Giles' published journal implies that the naming was instigated by his benefactor, Baron Ferdinand von Mueller.","['Mount Zeil (Western Arrernte: Urlatherrke) () is a mountain in the Northern Territory of Australia located in the locality of Mount Zeil  in the western MacDonnell Ranges.', 'It is the highest peak in the Northern Territory, and the highest peak on the Australian mainland west of the Great Dividing Range.', 'History']"
Authorities believe it was planned by William C. Rodgers and other environmental activists.,"['Blue Sky Basin is the most recent expansion to Vail Ski Resort in Colorado in the United States.', 'It is the most debated and controversial ski area expansion in Colorado history.', 'It opened to skiers in 2000 despite conflict about whether the expansion would endanger the lynx, a mountain cat re-introduced into the Colorado wilds.', 'In response, the largest eco-terrorist attack in the United States occurred at Vail in 1998 - a $12 million incident involving several Vail facilities, including the destruction of the Two Elk restaurant.']"
"Almost certainly derived from a crossing of the Siberian Elm Ulmus pumila (female parent) and the Red Elm Ulmus rubra, it was originally believed that the male parent was the American Elm Ulmus americana.","[""The hybrid elm cultivar Ulmus × intermedia  'Willis' originated as a crossing made by a Mr Minnick of Kansas.""]"
"Locals believed the weed was introduced to the woreda through the 1996 flood of the Awash, which brought plants from the Koka Reservoir into both residential areas and the Wonji Sugar Plantation, where it has infested 116.4 hectares of irrigation structures, causing water loss, increased labor, and providing an environment that encourages malaria-carrying mosquitos and schistosomiasis.","['The altitude of this woreda ranges from 1500 to 2300 meters above sea level.', 'Notable local landmarks include the Sodere and Gergedi hot springs, and Boku Femoral.', 'A survey of the land in this woreda shows that 30% is arable or cultivable, 6.5% pasture, 5.2% forest, and the remaining 58.3% is considered swampy, degraded or otherwise unusable.', 'Fruits, vegetables and sugar cane are important cash crops.', 'Adama Zuria has a severe invasive species problem with Eichhornia crassipes, the water hyacinth.']"
"Until its authorship was correctly identified in the 19th century by Edward Maunde Thompson, this chronicle was believed to have been written by Sir Thomas.","['Sir Thomas de la Moore or More (died after 1347) of Northmoor, Oxfordshire, was an English knight and member of parliament.', ""He was a follower of Edward II of England, and was present at the king's enforced abdication on 20 January 1327."", 'He was later a patron of Geoffrey le Baker, who wrote a royalist chronicle covering the years 1303 to 1356.']"
Raymond Moody believed the psychomanteum was useful as a tool to resolve grief.,"['In parapsychology and spiritualism, a psychomanteum is a small, enclosed area set up with a comfortable chair, dim lighting, and a mirror angled so as not to reflect anything but darkness intended to communicate with spirits of the dead.', 'History', 'The psychomanteum was popularized by Raymond Moody, originator of the term near-death experience, in his 1993 book, Reunions: Visionary Encounters with Departed Loved Ones.']"
"The Buddha, which is the second largest in the world at a length of  and a height of , is believed to have been built in 994.","['The Shwethalyaung Temple (  is a Buddhist temple in the west side of Bago (Pegu), Myanmar.', 'The Shwethalyaung Buddha is a reclining Buddha statue.']"
"Jacob ""Kuppy"" Midgen was believed to be the killer.","['Isadore or Irving  Friedman (died January 28, 1939), also known under the alias Danny Field, was a New York mobster and an associate of labor racketeer Louis ""Lepke"" Buchalter.', 'He later agreed to testify against Buchalter on behalf of District Attorney Thomas E. Dewey as one of several high-profile witnesses scheduled to testify against Buchalter; however, he was murdered with Louis Cohen on January 28, 1939, shortly before his court appearance.']"
HistoryMueang Phichai is believed to have been built in the 15th century on order of King Trailokanat as a frontier town fortified with a wall and moat.,"['Phichai (, ) is the southernmost district (amphoe) of Uttaradit province, northern Thailand.', 'GeographyNeighboring districts are (from the north clockwise) Tron, Thong Saen Khan of Uttaradit Province, Wat Bot, Phrom Phiram of Phitsanulok province, Sawankhalok and Si Nakhon of Sukhothai province']"
"The name is believed to mean 'a gate for the wind', and it seems likely as this is in an exposed position above Westhoughton.","['Wingates is a small settlement located in the town of Westhoughton, in the Metropolitan Borough of Bolton, Greater Manchester, England.']"
"However, it is now believed that the Rajmala had been mistaken in the genealogy and chronology of the initial Manikya rulers.","['The Manikya dynasty was the ruling house of the Twipra Kingdom and later the princely Tripura State, what is now the Indian state of Tripura.', 'Ruling since the early 15th century, the dynasty at its height controlled a large swathe of the north-east of the Indian subcontinent.', 'After coming under British influence, in 1761 they transitioned from feudal monarchs into rulers of a princely state, though the Manikyas maintain control of the region until 1949, when it ascended in union with India.', 'HistoryTracing a descent from the mythological Lunar dynasty, the Rajmala royal chronicle records an unbroken line of 144 (likely legendary) monarchs of Tripura up to the ascension of one Ratna Fa, who is stated to have become the first Manikya after being granted the cognomen by the Sultan of Bengal.']"
"The 100 ft stupa on the monastery is believed to have been built by the Tibetan Lama, Kalu Rinpoche.","['Salugara Monastery is a Buddhist shrine on the outskirts of Siliguri in the State of West Bengal, India.', 'The Monastery is located 6\xa0km from the city.', 'It was founded by Tibetan monks and followers of the Dalai Lama.']"
"Geologists believe that it is a sinkhole, formed by the depression of a cave, during the Pleistocene period.","['Voulismeno Aloni (Βουλισμένο Αλώνι, Greek: sunken threshing floor) is a sinkhole located at the feet of Mt Stroumboulas, next to the old national road, at the 14th kilometer from Heraklion to Rethymnon, on the island of Crete (35°19′48″N, 25°01′05″E).', 'It is a ground subsidence with a circular shape up to 90 meters in diameter.', 'Its slopes are steep and vertical reaching up to 60 meters of height from the bottom of the formation.', 'Descent into the interior is feasible on foot from the South-West side following a certain pathway.']"
"In spite of what its name implies, it is believed that it was never used as a threshing floor.","['Voulismeno Aloni (Βουλισμένο Αλώνι, Greek: sunken threshing floor) is a sinkhole located at the feet of Mt Stroumboulas, next to the old national road, at the 14th kilometer from Heraklion to Rethymnon, on the island of Crete (35°19′48″N, 25°01′05″E).', 'It is a ground subsidence with a circular shape up to 90 meters in diameter.', 'Its slopes are steep and vertical reaching up to 60 meters of height from the bottom of the formation.', 'Descent into the interior is feasible on foot from the South-West side following a certain pathway.', 'Geologists believe that it is a sinkhole, formed by the depression of a cave, during the Pleistocene period.']"
"It is believed that Qadi Khan قادى خان (Awan tribal leader), moved to Narali from Dora Budhal ڈوره بدھال during the 18th century.","['As most of the inhabitants (about 98%) of this village are ""Budhal"" descents of ""Awan"" tribe so the name is given to depict the peoples as ""Group of Budhals"".', 'Geography', 'The village is located at 33° 08\' 00.60"" N and 73° 09\' 48.60"" E in the northern part of Union Council Narali.', 'Dhoke Manna is bordering North East side of village, Miana Mohra touches the boundary of Dhoke Budhal to South-East, Narali is located in south, while north west side is covered by PPL oil fields and Village Mastala.', 'History']"
The LOTR prototype is believed to be the more finalized version of the two.,"['Frodo can receive helpful bonuses, such as faster movement, by exploring and finding other characters from The Lord of the Rings.', 'The other characters in the game are assumed to be Sam Gamgee, Aragorn, Gandalf, Tom Bombadil, and Glorfindel, though due to the low resolution of the Atari 2600 and the lack of an official reference manual, the identities of some of the game characters are debated by players.', ""The game's Glorfindel and Tom Bombadil characters are often interpreted as Legolas and Gimli respectively."", 'A second prototype of the game, labeled ""WIP .17"", was eventually discovered.', 'There are less than ten bytes of data distinguishing the WIP .17 prototype from the first prototype, which itself was labeled ""LOTR"".']"
